2025-03-05 23:52:19,738 [INFO] Extracted: Staff Security Engineer | GoGuardian
2025-03-05 23:52:19,768 [INFO] Extracted: Director of Partnerships, Southeast | BetterLesson
2025-03-05 23:52:19,797 [INFO] Extracted: Director of Partnerships, Northwest | BetterLesson
2025-03-05 23:52:19,826 [INFO] Extracted: Account Director | Degreed
2025-03-05 23:52:19,856 [INFO] Extracted: Sr. Manager, Revenue Accounting | Instride
2025-03-05 23:52:19,885 [INFO] Extracted: Senior Learning and Development Business Partner | Grange Insurance Association
2025-03-05 23:52:19,917 [INFO] Extracted: Program Manager - Learning & Development | Compass
2025-03-05 23:52:19,947 [INFO] Extracted: Senior Training Program Manager | Amperity
2025-03-05 23:52:19,978 [INFO] Extracted: Senior Training Specialist | Cellebrite
2025-03-05 23:52:20,009 [INFO] Extracted: Training Development Manager | Leidos
2025-03-05 23:52:20,037 [INFO] Extracted: Learning & Leadership Manager | Essity
2025-03-05 23:52:20,068 [INFO] Extracted: Regional Training Specialist | Envision Radiology
2025-03-05 23:52:20,097 [INFO] Extracted: Manager, Academic Curriculum | Nightingale College
2025-03-05 23:52:24,173 [INFO] Extracted: Founding Director and Associate Professor/Professor of Applied Computing | Roosevelt University
2025-03-05 23:52:24,204 [INFO] Extracted: Senior Marketing Manager | Yourway
2025-03-05 23:52:24,236 [INFO] Extracted: Head of STEM R&D | BirdBrain Technologies
2025-03-05 23:52:24,265 [INFO] Extracted: Director of Product Strategy, STEM Education | Realityworks
2025-03-05 23:52:24,296 [INFO] Extracted: Senior User Education Manager | Murmuration
2025-03-05 23:52:24,325 [INFO] Extracted: Howard Beach & Far Rockaway - Master Teaching Artists | Splat Lab
2025-03-05 23:52:24,355 [INFO] Extracted: Program Director of Enterprise Projects | Tarrant County College
2025-03-05 23:52:24,384 [INFO] Extracted: Director of Network and System Administration | North Carolina A&T State University
2025-03-05 23:52:24,413 [INFO] Extracted: Product Owner | Via TRM
2025-03-05 23:52:24,442 [INFO] Extracted: Financial Analyst - Biology | New York University
2025-03-05 23:52:24,480 [INFO] Extracted: School Engagement Manager | Newsela
2025-03-05 23:52:24,510 [INFO] Extracted: Enrollment Operations Manager | Campus
2025-03-05 23:52:24,539 [INFO] Extracted: Manager, Career and Industry Relations | New York University
2025-03-05 23:52:24,568 [INFO] Extracted: Endpoint Administrator | New York University
2025-03-05 23:52:24,598 [INFO] Extracted: Vice President of Operations | Kiddom
2025-03-05 23:52:24,627 [INFO] Extracted: Regional Partnership Executive, Classroom | Riverside Insights
2025-03-05 23:52:24,657 [INFO] Extracted: User Operations Associate | Quizlet
2025-03-05 23:52:24,685 [INFO] Extracted: Regional VP, Sales (West) | Transfr
2025-03-05 23:52:24,715 [INFO] Extracted: Academic Marketing Associate | New York University
2025-03-05 23:52:24,744 [INFO] Extracted: Instructional Systems Specialist | Millennium Corporation
2025-03-05 23:52:24,774 [INFO] Extracted: Regional School Success Associate | Edpuzzle
2025-03-05 23:52:24,802 [INFO] Extracted: Senior Technical Program Manager | HackerRank
2025-03-05 23:52:24,832 [INFO] Extracted: Vice President of Product | Kiddom
2025-03-05 23:52:24,861 [INFO] Extracted: Staff Software Engineer, Data/ML Platform | Quizlet
2025-03-05 23:52:24,890 [INFO] Extracted: Customer Success Manager, K12 | Instructure
2025-03-05 23:52:24,919 [INFO] Extracted: Senior Manager, Product Marketing (Corporate B2B) | EAB
2025-03-05 23:52:24,949 [INFO] Extracted: Associate Director, Product Marketing (Corporate B2B) | EAB
2025-03-05 23:52:24,977 [INFO] Extracted: Associate Director, Product Marketing (Corporate B2B) | EAB
2025-03-05 23:52:25,007 [INFO] Extracted: Senior Standards & Curriculum Alignment Specialist | Discovery Education
2025-03-05 23:52:25,036 [INFO] Extracted: Senior Software Engineer | HackerRank
2025-03-05 23:52:25,065 [INFO] Extracted: Data Analyst | Transfr
2025-03-05 23:52:25,095 [INFO] Extracted: Senior Manager, Sales Enablement | Magic School
2025-03-05 23:52:25,124 [INFO] Extracted: School Customer Success Manager | Newsela
2025-03-05 23:52:25,155 [INFO] Extracted: Enrollment Specialist- Remote | Adtalem Global Education
2025-03-05 23:52:25,184 [INFO] Extracted: Senior Design System Engineer II | Articulate
2025-03-05 23:52:25,213 [INFO] Extracted: Manager, Finance | Adtalem Global Education
2025-03-05 23:52:25,243 [INFO] Extracted: Educational Sales Consultant, Western New York | IXL Learning
2025-03-05 23:52:25,271 [INFO] Extracted: Account Manager II | Renaissance
2025-03-05 23:52:25,301 [INFO] Extracted: Account Manager II | Renaissance
2025-03-05 23:52:25,330 [INFO] Extracted: Lead Product Designer, Student Success | Panorama Education
2025-03-05 23:52:25,361 [INFO] Extracted: Instructional Designer | PINKERTON | Comprehensive Risk Management
2025-03-05 23:52:25,389 [INFO] Extracted: Staff Software Engineer, Full-Stack | Brightwheel
2025-03-05 23:52:25,419 [INFO] Extracted: Revenue Operations Manager | HopSkipDrive
2025-03-05 23:52:25,448 [INFO] Extracted: Senior Product & Design Recruiter | Handshake
2025-03-05 23:52:25,477 [INFO] Extracted: Full Stack Node.js/Angular/Mobile Developer | Adtalem Global Education
2025-03-05 23:52:25,506 [INFO] Extracted: Manager, Analytics Engineering | Instructure
2025-03-05 23:52:25,535 [INFO] Extracted: Director, Student Success Initiatives and Academic Support | New York University
2025-03-05 23:52:25,564 [INFO] Extracted: Staff Security Engineer | GoGuardian
2025-03-05 23:52:25,593 [INFO] Extracted: Director of Partnerships, Southeast | BetterLesson
2025-03-05 23:52:25,622 [INFO] Extracted: Director of Partnerships, Northwest | BetterLesson
2025-03-05 23:52:25,651 [INFO] Extracted: Account Director | Degreed
2025-03-05 23:52:25,683 [INFO] Extracted: Sr. Manager, Revenue Accounting | Instride
2025-03-05 23:52:25,712 [INFO] Extracted: Senior Learning and Development Business Partner | Grange Insurance Association
2025-03-05 23:52:25,741 [INFO] Extracted: Program Manager - Learning & Development | Compass
2025-03-05 23:52:25,771 [INFO] Extracted: Senior Training Program Manager | Amperity
2025-03-05 23:52:25,799 [INFO] Extracted: Senior Training Specialist | Cellebrite
2025-03-05 23:52:25,828 [INFO] Extracted: Training Development Manager | Leidos
2025-03-05 23:52:25,857 [INFO] Extracted: Learning & Leadership Manager | Essity
2025-03-05 23:52:25,887 [INFO] Extracted: Regional Training Specialist | Envision Radiology
2025-03-05 23:52:25,916 [INFO] Extracted: Manager, Academic Curriculum | Nightingale College
2025-03-05 23:52:25,945 [INFO] Extracted: Training Program Experience Manager | Fleet Feet
2025-03-05 23:52:25,974 [INFO] Extracted: Instructional Designer & Learning Technologist | Oncor Electric Delivery
2025-03-05 23:52:26,004 [INFO] Extracted: Lead Service Training Specialist | Ameritas
2025-03-05 23:52:26,036 [INFO] Extracted: Instructional Designer | USIC
2025-03-05 23:52:26,068 [INFO] Extracted: Partner Training Manager | Murmuration
2025-03-05 23:52:26,102 [INFO] Extracted: Learning and Development - Learning Consultant II | The Cincinnati Insurance Companies
2025-03-05 23:52:26,136 [INFO] Extracted: Senior Talent, Learning & Development Specialist | Louis Dreyfus Company
2025-03-05 23:52:26,169 [INFO] Extracted: Safety Training Specialist | Moran Environmental Recovery, LLC
2025-03-05 23:52:26,202 [INFO] Extracted: Instructional Designer | Tential Solutions
2025-03-05 23:52:26,234 [INFO] Extracted: Learning Delivery Senior Specialist | Protiviti
2025-03-05 23:52:26,267 [INFO] Extracted: Learning Alignment Lead | AdventHealth Colorado
2025-03-05 23:52:26,296 [INFO] Extracted: Senior Instructional Designer | Workiva
2025-03-05 23:52:26,325 [INFO] Extracted: eLearning Specialist | Procare Solutions
2025-03-05 23:52:26,354 [INFO] Extracted: Designer, Learning Content | Alithya
2025-03-05 23:52:26,384 [INFO] Extracted: Learning Management System (LMS) Administrator | PT Solutions Physical Therapy
2025-03-05 23:52:26,419 [INFO] Extracted: Senior Curriculum Designer | Centene Corporation
2025-03-05 23:52:26,449 [INFO] Extracted: Instructional Designer | SmartPM Technologies, Inc.
2025-03-05 23:52:26,479 [INFO] Extracted: Instructional Designer | Equip
2025-03-05 23:52:26,507 [INFO] Extracted: Instructional Designer - Dropbox | MarketStar
2025-03-05 23:52:26,537 [INFO] Extracted: Per Diem Educational Consultant (Math 9-12) | Savvas Learning Company
2025-03-05 23:52:30,611 [INFO] Extracted: Founding Director and Associate Professor/Professor of Applied Computing | Roosevelt University
2025-03-05 23:52:30,641 [INFO] Extracted: Senior Marketing Manager | Yourway
2025-03-05 23:52:30,671 [INFO] Extracted: Head of STEM R&D | BirdBrain Technologies
2025-03-05 23:52:30,700 [INFO] Extracted: Director of Product Strategy, STEM Education | Realityworks
2025-03-05 23:52:30,730 [INFO] Extracted: Senior User Education Manager | Murmuration
2025-03-05 23:52:30,760 [INFO] Extracted: Howard Beach & Far Rockaway - Master Teaching Artists | Splat Lab
2025-03-05 23:52:30,789 [INFO] Extracted: Program Director of Enterprise Projects | Tarrant County College
2025-03-05 23:52:30,818 [INFO] Extracted: Director of Network and System Administration | North Carolina A&T State University
2025-03-05 23:52:30,848 [INFO] Extracted: Product Owner | Via TRM
2025-03-05 23:52:30,877 [INFO] Extracted: Financial Analyst - Biology | New York University
2025-03-05 23:52:30,907 [INFO] Extracted: School Engagement Manager | Newsela
2025-03-05 23:52:30,936 [INFO] Extracted: Enrollment Operations Manager | Campus
2025-03-05 23:52:30,966 [INFO] Extracted: Manager, Career and Industry Relations | New York University
2025-03-05 23:52:30,994 [INFO] Extracted: Endpoint Administrator | New York University
2025-03-05 23:52:31,026 [INFO] Extracted: Vice President of Operations | Kiddom
2025-03-05 23:52:31,059 [INFO] Extracted: Regional Partnership Executive, Classroom | Riverside Insights
2025-03-05 23:52:31,097 [INFO] Extracted: User Operations Associate | Quizlet
2025-03-05 23:52:31,127 [INFO] Extracted: Regional VP, Sales (West) | Transfr
2025-03-05 23:52:31,158 [INFO] Extracted: Academic Marketing Associate | New York University
2025-03-05 23:52:31,195 [INFO] Extracted: Instructional Systems Specialist | Millennium Corporation
2025-03-05 23:52:31,224 [INFO] Extracted: Regional School Success Associate | Edpuzzle
2025-03-05 23:52:31,256 [INFO] Extracted: Senior Technical Program Manager | HackerRank
2025-03-05 23:52:31,285 [INFO] Extracted: Vice President of Product | Kiddom
2025-03-05 23:52:31,315 [INFO] Extracted: Staff Software Engineer, Data/ML Platform | Quizlet
2025-03-05 23:52:31,344 [INFO] Extracted: Customer Success Manager, K12 | Instructure
2025-03-05 23:52:31,374 [INFO] Extracted: Senior Manager, Product Marketing (Corporate B2B) | EAB
2025-03-05 23:52:31,402 [INFO] Extracted: Associate Director, Product Marketing (Corporate B2B) | EAB
2025-03-05 23:52:31,432 [INFO] Extracted: Associate Director, Product Marketing (Corporate B2B) | EAB
2025-03-05 23:52:31,461 [INFO] Extracted: Senior Standards & Curriculum Alignment Specialist | Discovery Education
2025-03-05 23:52:31,490 [INFO] Extracted: Senior Software Engineer | HackerRank
2025-03-05 23:52:31,519 [INFO] Extracted: Data Analyst | Transfr
2025-03-05 23:52:31,548 [INFO] Extracted: Senior Manager, Sales Enablement | Magic School
2025-03-05 23:52:31,577 [INFO] Extracted: School Customer Success Manager | Newsela
2025-03-05 23:52:31,607 [INFO] Extracted: Enrollment Specialist- Remote | Adtalem Global Education
